M/Z,Intensity
1121.59463,514402
1122.183,30825
1122.24836,37728
1122.31346,62283
1122.54287,164886
1122.58563,132530
1122.59618,145478
1122.95266,5111
1123.35915,87235
1123.48887,26418
1123.54908,73676
1123.59875,29729
1124.47206,27934
1124.55384,16978
1124.60138,4107
1124.66666,15277
1125.24395,35360
1125.58644,15388
1125.62878,98076
1125.71798,71834
1125.78297,30508
1126.42593,19467
1126.61186,135542
1126.63249,35401
1126.76998,81154
1126.83499,31040
1126.90099,42824
1127.6176,59447
1127.67161,56009
1127.88831,12984
1128.02092,134861
1128.61975,76835
1128.67614,21057
1129.2084,8812
1129.60172,8907
1130.20152,104701
1130.33318,2608
1130.44944,3069
1130.56533,48457
1131.26147,7248
1131.32738,13939
1131.52582,25835
1131.5864,211607
1132.52485,36990
1132.59154,118563
1132.61809,239291
1132.65467,35642
1133.61995,106261
1134.01826,14439
1134.60583,158991
1135.02204,6177
1135.61145,74773
1135.92256,4959
1135.98809,14916
1136.1232,33587
1136.61492,18980
1136.68434,18338
1137.06044,6244
1137.55941,279263
1138.51682,183587
1138.56091,119775
1139.52211,74547
1139.56401,16460
1139.5857,13004
1140.52639,17217
1140.62311,5284
1140.6879,4613
1141.5305,26784
1141.55287,14139
1141.71189,6621
1141.76964,20261
1142.57259,50943
1142.98735,31694
1143.12226,10146
1143.63976,1756404
1143.66885,135946
1143.91938,31572
1144.13913,13575
1144.6453,792948
1144.67436,70196
1145.49689,47898
1145.64758,197952
1146.64806,32054
1147.47234,13476
1147.61301,4920
1148.50722,18305
1148.66079,100525
1148.68601,43180
1148.90741,8423
1149.51199,8708
1149.66487,46354
1150.13857,3007
1150.20721,4531
1150.58382,19657
1151.08428,19857
1151.16942,8099
1151.6574,99470
1152.54426,19343
1152.66357,40093
1153.57129,124590
1153.71563,144282
1154.57284,56992
1154.6234,37036
1155.57318,11554
1155.62534,7851
1155.99722,27773
1156.61229,264659
1156.63754,278059
1157.6179,139291
1157.64327,152453
1158.35584,11815
1158.55148,51810
1158.62081,47628
1158.64476,43501
1159.56617,67159
1159.612,24500
1160.49997,8534
1160.56727,22836
1160.61048,17770
1160.77875,2721
1161.52471,45227
1161.61609,4838
1161.64437,16528
1162.05213,15841
1162.53035,19962
1162.63868,13706
1163.2436,21401
1163.52325,8429
1163.62469,37077
1164.5909,39615
1164.62553,14892
1164.64649,11931
1165.62224,41083
1165.70331,101513
1166.49139,4875
1166.62386,124234
1167.6283,61966
1168.62575,21202
1169.54055,137720
1169.62782,4464
1170.54557,65769
1170.63655,9847
1171.55159,16373
1171.6032,18056
1172.00307,14081
1172.60793,3975
1173.14367,21742
1173.21558,17052
1173.57397,48771
1173.62937,5291
1174.21773,3120
1174.57584,22889
1174.62566,46771
1175.62929,42754
1175.67064,10198
1175.716,12933
1176.47969,2959
1176.53949,6513
1176.62358,289389
1177.62623,143265
1178.15712,3709
1178.22847,7091
1178.53906,5982
1178.62644,22221
1179.45293,16273
1179.56796,198794
1180.57344,87270
1181.57773,18212
1181.59992,49872
1181.62617,10573
1181.68793,13859
1181.76442,6483
1181.97976,2077
1182.60208,17613
1182.68915,1897
1183.06915,25095
1183.2128,16796
1183.60818,2825
1184.23111,27014
1184.64343,38216
1185.53145,10676
1185.65128,152088
1185.73982,28519
1186.65606,69705
1186.74819,1731
1187.65774,14272
1188.09376,1575
1188.16723,1602
1188.62751,25123
1189.33992,4332
1189.56807,12399
1189.63101,7461
1190.57388,2421
1190.65724,8065
1191.52577,57219
1191.65766,6312
1191.83751,4581
1192.52865,21198
1192.61894,80028
1193.09055,1534
1193.23609,3202
1193.31006,8486
1193.62128,36534
1194.49276,1963
1194.56663,11527
1194.62821,3467
1195.19907,2645
1195.53787,37215
1195.67618,3570
1195.82384,2251
1196.20453,1524
1196.54308,14679
1196.59793,13104
1197.01164,9801
1197.15929,1697
1197.51333,5021
1197.66329,3703
1198.49902,34893
1198.71137,347902
1199.54327,2451
1199.71401,211762
1200.61467,2122
1200.7188,54856
1200.8849,6856
1201.03534,71493
1201.67453,2752
1201.72365,1984
1202.30646,23635
1202.57606,4256
1203.6017,4241
1203.86284,3678
1204.57859,6397
1204.93464,38282
1205.00832,15122
1205.4999,4545
1206.28981,43079
1206.49708,91175
1207.50221,5740
1207.57413,19033
1208.50503,2064
1210.22403,36463
1211.16241,3951
1211.4852,3071
1211.53323,7549
1211.5724,2635
1212.16769,2266
1212.44621,3362
1212.65856,2799
1212.88522,8589
1213.60343,21695
1213.63651,80148
1214.60551,7523
1214.63793,22721
1215.25512,10800
1215.48213,1821
1215.65246,2743
1217.18235,6994
1217.69395,13627
1218.1696,18682
1218.63079,21093
1218.7003,3943
1219.24796,4278
1219.60344,61854
1220.60613,19021
1220.69652,3058
1220.78932,2431
1220.8658,19053
1221.60696,1859
1222.18057,32541
1222.54793,5634
1222.61315,15540
1223.60847,268293
1224.6127,122017
1224.66471,8726
1225.61388,31969
1226.61599,1863
1226.7532,2047
1227.11806,4089
1227.31176,8345
1227.67528,21069
1228.11596,2202
1228.5807,2647
1228.68117,7177
1228.71828,6594
1228.87374,16176
1229.63243,3401
1229.68395,2759
1230.58282,2657
1230.73523,3104
1231.38491,33338
1231.63962,13031
1232.61506,19003
1232.67962,76223
1233.1546,16979
1233.68368,37361
1234.15917,9745
1234.37708,7310
1234.68685,2611
1235.1566,2728
1235.48394,8753
1235.60017,71872
1235.669,6531
1236.25242,16259
1236.60431,31758
1236.67173,6422
1236.71488,18689
1236.83115,2882
1237.0675,42225
1237.60783,8648
1237.71664,3824
1238.60795,1667
1239.16156,4736
1239.52646,378568
1240.16731,2271
1240.53149,213720
1240.75711,2437
1241.04572,9928
1241.20561,16535
1241.53708,66320
1242.53978,4255
1242.64304,47983
1242.68996,10833
1243.08869,1922
1243.64587,18811
1243.76618,53322
1244.00539,4642
1244.62573,44032
1245.21086,12526
1245.36962,14353
1245.58818,12463
1245.69726,17644
1246.5925,26004
1246.63576,39445
1246.70301,7540
1247.64347,83079
1247.94789,21747
1248.02929,18992
1248.65338,48641
1248.69023,38003
1249.13213,9243
1249.32136,9979
1249.40355,6208
1249.65668,13753
1249.69247,13707
1250.12974,4884
1250.70278,1536
1251.022,77946
1251.12708,1782
1251.61347,1590
1252.71944,15857
1252.79227,31523
1253.11114,6156
1253.19114,6597
1253.54186,20703
1253.62336,44642
1253.78628,126529
1254.68592,3293
1255.01023,33053
1255.08972,7818
1255.14178,17280
1255.25342,66380
1255.52508,198498
1255.63669,182830
1255.96166,2698
1256.14352,9797
1256.39915,77713
1256.5267,99752
1256.55071,50690
1256.6389,104179
1257.13654,3257
1257.4296,12187
1257.55309,27357
1257.63947,22146
1257.87304,81360
1258.03607,54062
1258.43231,3672
1258.55556,3268
1258.63908,9460
1258.83323,2437
1259.5136,103330
1259.64214,2220
1260.66679,94824
1260.91163,7111
1261.51314,12688
1261.56718,16406
1261.66143,8923
1261.71238,12868
1262.15065,37278
1262.51569,2274
1262.5697,4484
1262.64926,2866
1263.63877,5610
1263.80331,45421
1264.96392,89860
1265.21155,3799
1265.64425,7234
1266.37518,44203
1266.53974,1955
1266.6234,9331
1267.51349,72892
1267.8725,4707
1268.12181,153483
1268.62046,12561
1268.66876,2975
1268.73135,4561
1269.29033,42580
1269.37237,3155
1269.62211,5639
1269.68828,2230
1270.63529,48175
1270.77739,91586
1270.96167,51527
1271.10081,25055
1271.63792,21909
1271.77959,46728
1272.10415,15401
1272.21932,12608
1272.30157,5461
1272.46972,53881
1272.63261,2607
1272.70628,5702
1272.7843,7623
1273.06342,6058
1273.1091,7070
1273.40643,12436
1273.64709,63838
1273.81434,5974
1273.89684,10464
1274.11288,1943
1274.41172,4619
1274.61839,8137
1274.67156,4741
1274.70657,19266
1274.73783,5447
1275.16188,57814
1275.32865,3582
1275.41199,9287
1275.62179,2530
1275.70948,7824
1276.31521,1906
1276.63618,10533
1276.67701,13736
1276.7624,5270
1276.8357,1784
1277.10838,11410
1277.48345,4382
1277.63674,3589
1277.71352,9939
1277.77723,10948
1278.11011,7943
1278.71678,4601
1278.78058,5168
1279.11465,1958
1279.64153,9053
1279.71873,84384
1280.72385,47105
1281.25667,265079
1281.70157,6321
1282.44966,74656
1282.70471,28417
1284.59094,10227
1285.43975,8844
1285.69563,191160
1286.71539,3343
1286.78697,8532
1287.07572,11743
1287.71225,9326
1287.79244,3438
1288.0817,7280
1288.35803,34586
1288.4434,103503
1288.64888,3067785
1289.0804,3430
1289.60774,232065
1289.63333,211337
1289.65245,1761257
1290.16526,202801
1290.61063,123787
1290.65405,511705
1291.26104,38226
1291.37513,78492
1291.65475,121516
1292.61094,13077
1292.65555,16264
1292.68845,5239
1292.75871,2369
1292.84496,8735
1293.08211,30338
1293.19132,22371
1293.61567,9853
1293.68344,10604
1293.75114,11051
1294.08668,17980
1294.66627,87573
1295.0917,5785
1295.71678,18805
1295.88481,339371
1296.72125,8363
1297.33677,2943
1297.53912,2199
1297.71176,12521
1298.6429,29303
1298.93789,30691
1299.19891,180944
1299.6439,15222
1300.39631,6439
1300.64638,1820
1300.80076,4217
1302.00371,6555
1303.58651,3725
1303.73702,42636
1304.47153,5484
1304.62641,8205
1304.74086,20402
1304.99898,5592
1305.08567,5496
1305.67626,5394
1305.81222,8760
1306.68521,9261
1306.75816,4103
1306.8139,3768
1307.64394,9623
1307.68732,3130
1308.18214,3600
1308.35949,7453
1308.66171,8387
1308.73289,6500
1309.0574,24784
1309.60417,50779
1309.63516,116871
1310.06246,15210
1310.63236,92068
1311.06578,5205
1311.29391,10018
1311.59334,8068
1311.63545,58759
1312.06375,2073
1312.59651,3151
1312.639,9111
1312.7914,65967
1312.9885,40275
1313.60693,2724
1313.79372,33169
1314.24144,3048
1314.67383,5540
1314.79493,4353
1315.07543,2262
1315.6768,2517
1317.56157,16317
1317.65065,4449
1318.62882,21228
1318.91288,53610
1319.49788,6864
1319.61461,11100
1320.62095,4354
1320.71647,25619
1321.59024,6766
1321.66364,31819
1321.70848,15012
1321.78698,9675
1322.16477,1825
1322.34607,64277
1322.66695,18709
1322.68786,18057
1322.78772,5479
1323.61679,63885
1323.69096,8746
1323.88763,18573
1324.65341,2014
1325.03163,6148
1325.16121,2349
1325.34298,1684
1325.40378,3183
1325.76187,27096
1326.03676,3432
1326.60459,76224
1326.76774,16991
1326.89171,3068
1327.07467,45861
1327.56517,7617
1327.60946,44549
1327.77155,4045
1328.3548,56913
1328.56958,3630
1328.61301,8516
1328.67048,5993
1329.67276,1985
1329.91091,7994
1330.27548,6329
1330.7162,4319
1331.56238,18672
1331.61798,6000
1331.74518,3962
1331.83665,14351
1332.68271,186523
1333.12669,14656
1333.40131,1643
1333.68609,105491
1334.62304,4036
1334.66678,33287
1334.69151,37652
1335.03219,38108
1335.67207,21472
1336.6421,1079000
1336.77054,24935
1337.64561,705577
1337.77401,14909
1337.93329,144905
1338.64797,225749
1338.77384,25425
1339.71745,512762
1340.71882,302746
1341.18783,17207
1341.28024,13400
1341.46608,89778
1341.67162,10849
1341.72072,97586
1342.72395,18589
1342.77322,59142
1342.95954,6538
1343.05324,38899
1343.77797,24107
1344.45673,4717
1344.74852,45524
1344.79897,16795
1345.75347,24355
1346.1457,28888
1346.23926,34814
1346.33222,16692
1346.75434,4170
1347.65026,366861
1347.74414,168125
1347.93092,58286
1348.08859,46975
1348.5968,6136
1348.66763,2505
1349.43923,23125
1349.53673,3428
1349.65348,5616
1350.65719,2668
1350.74357,1881
1350.9524,89671
1351.04641,31594
1351.14006,15903
1351.23441,65397
1351.6545,1890
1352.63413,398880
1352.75079,21509
1352.84519,71296
1353.63931,256716
1353.75831,52918
1353.79514,9400
1354.36481,28424
1354.45934,13389
1354.6444,87349
1354.71321,10647
1354.76332,31018
1355.70368,325593
1355.8885,5228
1356.17246,43936
1356.70618,202946
1357.60421,35656
1357.70497,82547
1357.77773,30682
1358.62184,34642
1358.70475,59164
1358.7791,11874
1359.51632,6488
1359.62354,16820
1359.70795,18362
1360.71161,19346
1360.9559,2125
1361.05031,7337
1361.14706,2382
1361.69781,48511
1362.58989,6621
1362.70347,29535
1362.78108,18575
1363.67349,21548
1363.76923,4719
1364.32357,29146
1364.67804,13591
1364.77416,2198
1365.66793,2981
1366.15835,21885
1366.75295,5029
1367.8041,32400
1368.61172,16998
1368.78122,5484
1369.61396,6622
1369.73513,10204
1370.6394,9053
1370.74047,4559
1370.91489,72859
1371.10884,42873
1371.20559,53288
1371.56304,20910
1371.64407,3640
1371.74129,4714
1371.78981,7049
1372.57193,12977
1372.76614,8554
1374.60083,38555
1374.69865,33281
1374.73575,24404
1375.60416,19845
1375.70228,19870
1375.73955,14018
1376.60263,3331
1376.70365,3448
1377.67115,84941
1377.86464,7006
1378.67568,28818
1378.82192,3062
1379.67612,8433
1379.7326,3702
1380.71591,50949
1381.21763,31313
1381.31585,63478
1381.41426,27909
1381.72022,26842
1382.72475,6397
1382.80156,25906
1382.89886,6166
1383.09767,5089
1383.78113,186308
1384.43894,2733
1384.78561,129997
1385.79024,38220
1386.27811,23818
1386.57536,17898
1386.6789,20157
1386.81217,11385
1387.68329,7833
1387.75786,11940
1387.97417,11354
1388.07275,74464
1388.23332,6161
1388.76051,8062
1389.61979,6309
1389.87037,3528
1390.58906,23503
1391.47626,9946
1391.5925,12051
1391.67624,33686
1392.59411,2380
1392.81571,8298
1393.2836,1700
1393.38444,3816
1393.6436,103161
1394.64814,69018
1394.78795,5568
1394.9966,5967
1395.19663,1733
1395.65168,21081
1395.69839,41681
1396.7013,16542
1396.81324,11192
1397.71809,5008
1397.7725,2820
1398.53473,53161
1398.63504,15676
1398.73666,22211
1398.77963,7000
1399.40943,4985
1399.65416,3525
1399.82053,22306
1400.36131,4958
1400.46243,2534
1400.82271,13898
1401.76587,5673
1401.98865,4480
1402.19269,61961
1402.64512,27221
1402.77202,8653
1403.72383,177655
1403.84995,5194
1403.92584,8941
1404.02828,5509
1404.65358,2190
1404.76196,3436
1405.66467,7900
1405.71056,7794
1405.76011,7614
1405.83018,6937
1406.71668,5377
1407.30652,114067
1407.51113,72661
1407.6129,21188
1407.65145,35400
1407.71516,11189
1408.6525,32987
1408.71687,4707
1408.80296,14997
1409.05313,24397
1409.15578,8698
1409.25747,4609
1409.35968,13593
1409.65376,9512
1409.80463,5115
1410.69015,2549
1411.11151,2016
1411.84543,2782
1412.66327,141166
1412.97206,13726
1413.65259,19800
1413.76235,3991
1414.5275,52523
1414.65603,3871
1414.73311,23713
1415.62645,2057
1416.15887,1782
1416.29057,1712
1416.75593,64036
1417.76078,41083
1418.16352,1887
1418.37305,3711
1418.76488,6915
1419.49109,5450
1419.83596,69609
1419.93951,26694
1420.14811,48566
1420.79068,30460
1421.79425,15504
1421.84846,61944
1422.19674,3393
1422.81566,236284
1423.197,2463
1423.49969,10067
1423.60557,19735
1423.81725,175677
1423.87904,35199
1424.81992,66638
1425.49849,53649
1425.64292,2234
1425.71072,3163
1425.82347,6019
1425.85954,4127
1426.72416,3518
1426.86356,1791
1427.29105,20806
1427.81658,4783
1428.57274,11404
1428.744,39260
1428.9823,34033
1429.19337,25345
1429.57753,5616
1429.74964,37445
1430.7539,10231
1430.88965,118528
1430.99462,54248
1431.68932,3343
1432.74097,13909
1432.90689,28685
1433.57777,14577
1433.70277,38801
1434.61179,43367
1434.71155,35723
1434.78402,4520
1435.46012,3962
1435.66608,3726
1435.70673,3630
1436.32142,23548
1436.66922,2185
1437.72746,7868
1438.13404,3348
1438.73248,6964
1439.13825,2298
1439.74098,2538
1440.07285,1647
1440.1785,2531
1440.39254,3427
1440.74677,1938
1441.77407,5618
1441.83489,8285
1442.22294,31499
1442.77798,3272
1442.86008,5362
1443.77012,2428
1443.8635,2528
1444.18298,5890
1444.68297,37517
1444.80485,10701
1445.18849,3946
1445.59867,76849
1445.68525,26452
1445.89867,20270
1446.00552,2737
1446.60082,54013
1447.60303,15678
1447.63406,13997
1447.74864,2482
1449.68393,27081
1450.6841,15142
1450.96667,6607
1451.68175,2897
1453.52101,15628
1453.77163,21824
1454.11452,3187
1454.77777,16682
1455.11982,2224
1455.38522,5466
1455.78502,2528
1456.84861,55822
1457.14121,2455
1457.36225,2558
1457.85169,41709
1458.75761,4306
1458.85308,11644
1458.9079,8978
1459.2358,8840
1459.6833,11815
1460.1538,6407
1460.7296,61142
1461.15489,4380
1461.73101,41494
1461.87569,2319
1462.15386,1902
1462.73224,11949
1462.77765,22693
1463.60231,2755
1463.73506,2361
1465.67731,5290
1465.70993,5543
1466.15246,1678
1466.78954,43820
1467.79469,26027
1468.79637,6440
1468.90032,2388
1470.80415,79693
1471.70931,14027
1472.71195,7213
1473.61308,26415
1473.77939,6194
1474.40105,23401
1474.51394,41957
1474.61505,10300
1474.7423,4394
1475.7591,7729
1475.89143,7487
1476.10265,3001
1476.76142,4323
1476.89319,3255
1477.10531,2123
1477.68958,582648
1478.35415,3139
1478.46733,11136
1478.69204,422337
1479.69463,161447
1479.84393,7417
1480.28108,8646
1480.69771,46182
1480.91763,16315
1481.70116,3406
1481.86381,24240
1482.12125,6843
1482.21458,9416
1482.55529,10531
1482.71004,29847
1482.87002,21183
1483.126,5377
1483.71617,24010
1483.7617,5751
1483.87643,5571
1484.13063,2468
1484.26767,2506
1484.7221,7675
1484.76968,7509
1484.86838,2005
1485.55106,9762
1485.75745,9361
1486.21007,9153
1486.43741,4486
1486.55454,6162
1486.79281,18419
1486.90447,14627
1487.1205,4115
1487.62534,28972
1487.79642,21985
1488.14174,1695
1488.34449,14113
1488.56683,4186
1488.71692,7144
1488.79849,3625
1489.05762,7688
1489.75121,3443
1489.90901,23377
1490.22632,1843
1490.80461,35127
1490.91085,13359
1491.78631,126394
1491.81319,15543
1492.30194,1924
1492.78861,86484
1492.85774,34209
1493.79064,32818
1493.85971,28135
1494.15068,2060
1494.21941,1811
1494.3809,4975
1494.79366,7284
1494.86185,6342
1495.83016,12734
1496.83972,36890
1497.84466,20870
1498.09481,10891
1498.32775,12195
1498.55884,46635
1498.68397,59341
1498.85279,14411
1499.09999,7921
1499.68656,50564
1499.85897,5438
1500.19155,119967
1500.42369,8622
1500.68645,20788
1500.83206,4686
1501.52483,8812
1501.69338,4295
1501.7897,4595
1501.83754,5873
1502.29222,3578
1502.52887,4839
1502.78573,692976
1503.78872,500497
1504.11763,4779
1504.28363,29119
1504.79094,209919
1505.1197,3492
1505.79288,57973
1505.90521,9557
1506.63186,112884
1506.79778,11602
1506.90675,5486
1507.80212,2211
1508.81317,1739417
1509.81498,1165211
1510.81694,468668
1511.70618,27811
1511.81954,127936
1512.71033,7904
1512.82261,26502
1514.06778,4099
1514.84156,11746
1515.07306,3155
1515.64764,15169
1515.8474,7544
1516.57896,10695
1516.65268,9186
1516.80295,9676
1516.93472,25564
1517.6552,1750
1517.80827,7389
1518.9655,67778
1519.82666,1858
1519.92263,4727
1520.09252,5418
1520.67262,2879
1520.76292,3918
1520.82387,3051
1520.92584,2262
1521.09563,4338
1521.73362,140981
1522.09614,1859
1522.73591,95283
1523.73798,35597
1523.79668,3662
1524.71155,7700
1524.76518,26892
1524.85782,3508
1525.08852,145367
1525.71352,4129
1525.76659,15807
1526.76954,2876
1527.81631,1924
1528.75635,3091
1529.08899,4133
1529.31761,9603
1529.79962,3782
1530.79833,32143
1531.50324,17793
1531.8129,22197
1532.81627,8122
1533.44953,2504
1533.79218,5256
1534.70451,4262
1534.79808,4653
1535.83325,8290
1536.06539,2116
1536.64283,3121
1536.83733,5601
1537.0701,1779
1537.64489,2603
1537.84899,7222
1540.74322,26385
1541.68153,4047
1541.74541,17210
1541.91258,31927
1542.14956,26087
1542.63532,3252
1542.74509,7071
1542.85205,19727
1542.91481,18570
1543.73409,3061
1543.85339,13488
1543.91441,3417
1544.125,1912
1544.76591,14136
1545.76782,8701
1546.35196,7539
1546.47582,1830
1546.7682,33703
1547.77033,17039
1548.214,5906
1548.77643,6766
1549.88507,2794
1550.701,36653
1550.88918,2472
1552.81243,3671
1552.97687,2970
1553.82218,2353
1553.92505,2086
1554.68359,7132
1554.82956,2493
1555.68831,5067
1556.8581,3825
1557.86239,2532
1558.78824,3681
1559.69218,2614
1559.79151,2705
1559.86836,4003
1560.86871,2268
1561.24151,4211
1561.82298,2024
1562.02728,10654
1563.39175,11076
1563.64337,11083
1563.74256,6028
1563.94337,11361
1564.68286,12217
1564.74363,3385
1564.94491,6650
1565.68487,5472
1566.86839,32411
1567.8707,24016
1568.8728,8478
1569.76341,2092
1570.94724,20953
1571.80242,4338
1571.95138,14232
1572.74973,26330
1572.82294,27071
1573.75424,18558
1573.82776,20866
1574.48856,5468
1574.61737,20058
1574.75715,4734
1574.83126,4384
1575.78636,5109
1575.84977,7135
1576.67653,4065
1576.80466,6211
1576.85396,4510
1577.80913,3536
1578.8071,3909
1579.12509,2529
1579.25396,1802
1579.82142,8114
1579.90959,14878
1580.82323,4369
1580.91329,10518
1581.19773,72329
1581.32687,33898
1581.54793,1830
1581.91491,3025
1582.83578,13591
1583.66199,14654
1583.83745,11612
1584.34169,68328
1584.81191,5719
1584.96984,11378
1585.75868,17721
1585.97147,6853
1586.76332,10705
1587.82983,2725
1587.9633,13561
1588.77971,38627
1588.94976,5581
1589.7819,23685
1589.8589,68541
1590.44956,44736
1590.57973,5586
1590.78298,7061
1590.86164,50488
1591.68825,2164
1591.86455,15808
1592.5502,4356
1592.68932,1913
1592.86603,2089
1593.79378,4682
1594.91949,68013
1595.7984,2847
1595.91569,12793
1596.92328,12235
1597.03202,52574
1597.42652,76099
1597.92935,3047
1598.16252,5356
1598.98474,36772
1599.98929,28099
1600.85621,2119
1600.99396,9232
1601.67111,69450
1601.83879,2536
1602.06763,12232
1602.70482,8850
1602.84217,11424
1603.85509,13998
1604.20003,33671
1604.33224,5755
1604.85801,5788
1605.80546,3464
1605.9588,2911
1606.83603,6756
1606.95516,2601
1607.30275,22366
1607.83893,3924
1608.74717,24490
1609.01321,16837
1609.88872,7036
1610.89627,38583
1611.84447,22818
1612.94528,222925
1612.99545,29507
1613.589,2209
1613.94702,187064
1613.99737,25394
1614.949,76379
1615.61705,118793
1615.75148,93211
1615.88496,48254
1615.9512,21990
1616.88774,36608
1617.61375,15680
1617.89074,8031
1618.19004,33387
1618.32475,3651
1618.61703,11788
1618.89033,2881
1619.0344,7009
1619.62035,2653
1619.75907,2511
1620.49921,5679
1620.89053,2669
1620.95476,5418
1621.6652,2901
1621.95858,3879
1622.68174,10263
1622.74327,3896
1623.74931,2550
1625.00419,4860
1625.14065,4401
1625.41363,30710
1625.62715,2828
1626.98373,10024
1627.47102,4147
1627.82385,31175
1627.98692,7075
1628.82733,23560
1629.82783,10338
1629.94503,39407
1630.08177,37983
1630.78144,27413
1630.8867,3909
1630.93951,5263
1631.26071,8771
1631.78498,18532
1631.85229,5709
1632.42625,14851
1632.56382,72228
1632.78832,5597
1632.85685,4214
1633.618,5308
1633.87408,3812
1634.63832,15429
1634.77701,33412
1634.8744,8949
1634.93464,10236
1635.81424,5109
1635.87476,4501
1635.93716,6118
1636.09919,3460
1636.81585,2988
1636.94311,5003
1636.99638,5780
1637.13536,22259
1637.9224,48939
1638.92503,33263
1639.36149,5579
1639.6391,101194
1639.77779,81634
1639.92738,7669
1640.88215,57150
1640.99126,35794
1641.88599,36333
1641.99354,28779
1642.88774,10082
1642.99544,9571
1644.25033,6966
1644.38964,31014
1644.52833,25058
1644.66862,82571
1645.88346,5129
1646.63623,3264
1646.8325,3077
1646.91507,15703
1647.77859,15047
1647.93774,3617
1648.78249,8479
1648.82919,8895
1648.94164,2946
1649.18602,2475
1649.82947,8110
1650.79537,44304
1650.90192,11467
1651.56789,119517
1651.70781,17073
1651.9357,109892
1652.94053,84711
1653.83527,9322
1653.94496,34194
1654.39789,280654
1654.96116,141981
1655.0102,32515
1655.28064,60779
1655.96483,111104
1656.01468,26154
1656.96845,50644
1657.01764,9896
1657.97124,15152
1658.94992,8406
1659.09289,16462
1659.81518,5004
1659.92429,3001
1660.78856,24584
1661.5208,9889
1661.66347,12545
1661.81099,2935
1662.81727,5051
1663.93143,40654
1664.9346,35240
1665.75833,7662
1665.95927,13311
1666.39992,15899
1666.54307,7395
1666.74033,91466
1666.96041,8387
1667.74267,76896
1668.74512,34314
1669.13837,55732
1669.28188,48182
1669.75017,4841
1669.83135,13021
1670.83299,8002
1670.90989,2689
1671.59475,7821
1671.88008,20439
1672.88183,16339
1673.91564,12875
1674.06088,10921
1674.88574,3155
1675.88349,4304
1676.13026,2618
1676.67902,8252
1676.82374,21033
1677.93676,3471
1678.94007,34428
1679.85377,12519
1679.94325,23532
1680.36014,88152
1680.86445,106921
1681.86784,84451
1682.87124,36987
1683.87436,5758
1684.2892,23662
1684.43514,5597
1684.88382,14146
1685.73913,2249
1685.88808,12430
1686.79097,5162
1686.89219,2899
1687.13595,2585
1687.72641,7012
1688.14013,2335
1688.63195,7972
1688.73054,7478
1688.89597,2283
1689.15355,10638
1689.3019,41680
1689.63648,4304
1689.73151,2104
1690.88181,2430
1691.30283,1971
1691.67187,6725
1691.83142,90303
1691.96771,16773
1692.1151,28839
1692.83536,77993
1692.92218,7124
1693.18487,6627
1693.83871,32977
1693.92493,3914
1694.16001,1997
1694.84148,3831
1694.97567,5963
1695.97802,3557
1696.50859,42040
1696.87965,34515
1697.02747,104238
1697.86435,136201
1697.91385,41634
1698.8669,116103
1699.71749,255528
1699.86961,57028
1700.76024,2117
1700.87306,10392
1701.8493,14186
1701.927,5592
1702.26667,68895
1702.92872,3569
1703.11259,1789
1703.83312,1987
1704.60711,9016
1704.67434,58268
1704.82374,59294
1705.60948,4076
1706.21031,2746
1707.01296,90158
1707.23567,2995
1707.53826,40274
1707.68871,12553
1707.81338,33553
1708.8156,24954
1709.12362,4528
1709.81672,7427
1710.26189,63788
1710.77176,42938
1710.97204,1871
1711.12498,1842
1711.77438,35324
1712.31453,7266
1712.53907,2865
1712.6916,16719
1712.77726,15579
1712.84317,21760
1713.78011,2113
1714.72354,9600
1715.00835,66361
1715.43155,79258
1715.58347,65190
1715.72615,7904
1715.92495,3900
1716.96216,1715
1717.8746,12528
1718.02684,3055
1719.03624,5019
1719.83376,2768
1720.03967,4416
1720.47966,129715
1720.93732,2263
1723.01586,32525
1723.0914,72641
1723.24481,44257
1723.39804,119645
1723.55107,30410
1725.09439,2814
1726.09906,2600
1726.17215,16981
1727.84094,15634
1728.37184,9334
1728.49275,33492
1728.64809,8272
1728.8494,8182
1728.94162,1802
1729.82738,4107
1729.93815,2521
1730.94006,2112
1731.8991,1633
1732.86989,25858
1733.92749,11565
1735.82301,2474
1736.58131,96351
1736.73712,84459
1739.71071,79627
1741.87228,100431
1742.06796,30783
1742.38114,31988
1742.87503,86428
1743.87702,37068
1744.74601,58262
1744.90331,243650
1745.85909,654585
1746.51394,3220
1746.86145,556073
1747.58843,2666
1747.86356,279792
1748.86518,100037
1749.86628,20909
1750.28393,30322
1750.36442,72776
1750.44265,9415
1750.60052,56180
1753.1453,11736
1753.46303,8695
1753.83195,3818
1754.83415,2695
1755.73321,5150
1755.93922,15657
1756.01771,111465
1756.17708,62379
1756.9058,4303
1757.90807,2897
1758.73779,50447
1758.89686,22402
1760.37548,4100
1761.30761,9683
1761.46805,40775
1761.84014,148310
1762.84249,123701
1763.48908,2016
1763.84414,57641
1764.36605,57128
1764.52703,142241
1764.84686,12562
1766.95153,34043
1767.19635,4538
1767.27306,3070
1767.82633,7593
1768.82996,5908
1769.74152,30741
1770.02892,4850
1770.18994,1788
1772.63291,58364
1772.79524,24241
1772.87034,42318
1772.95733,115675
1773.84656,18049
1773.87692,13093
1774.85242,16533
1775.56772,34413
1775.73068,53002
1775.85723,5077
1777.62265,2059
1778.35016,237641
1778.6751,4572
